chunk_id,page,content
Principles-of-Managerial-Accounting-profitability::chunk_119,98,"the allocation base or cost driver incurred within the same
department or process are used to compute a departmental
predetermined manufacturing overhead rate.
The f ormula f or c omputing the dep artmental
predetermined manufacturing overhead rates is presented in
Exhibit 2-7.
Exhibit 2-7 Formula for departmental predetermined
manufacturing overhead rates.
82 | JOB-ORDER COSTING"
Principles-of-Managerial-Accounting-profitability::chunk_120,99,"Video Illustration 2-5:
Computing multiple
predetermined
manufacturing overhead
rates LO6
The processes to solve the following scenario are
demonstrated in Video Illustration 2-5 below.
SunCo, Inc. manufactures widgets. The
manufacturing process has two
departments—fabrication and finishing. In the
fabrication department, laborers pour composite
materials into custom carved molds. Fabrication
is a labor intensive process. After molding, the
widgets are sent to the finishing department. In
finishing, the widgets are put on an automated
production line where they are heated and
coated. Finishing is a machine intensive process.
SunCo, Inc. assigns manufacturing overhead to
the products produced using departmental
predetermined manufacturing overhead rates.
Manufacturing overhead is applied based on
labor hours in the fabrication department and
JOB-ORDER COSTING | 83"
Principles-of-Managerial-Accounting-profitability::chunk_121,100,"machine hours in the finishing department.
Relevant data are provided in Exhibit 2-8.
Compute the departmental predetermined
manufacturing overhead rates for the fabrication
and finishing departments.
Exhibit 2-8 Data for departmental
predetermined manufacturing overhead
rates and video explanation.
84 | JOB-ORDER COSTING"
Principles-of-Managerial-Accounting-profitability::chunk_122,101,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/2+Job+Cost+Video+Illustration+2-5/1_fcpdeoe1
Check your understanding LO6
An interactive H5P element has been
JOB-ORDER COSTING | 85"
Principles-of-Managerial-Accounting-profitability::chunk_123,102,"excluded from this version of the text. You can view
it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=52#h5p-34
Practice Video Problems
The chapter concepts are applied to
comprehensive business scenarios in the below
Practice Video Problems.
Practice Video Problem 2-1:
Compute organizational
predetermined
manufacturing overhead rate,
total job costs, and selling
86 | JOB-ORDER COSTING"
Principles-of-Managerial-Accounting-profitability::chunk_124,103,"price LOs3,4,5,7
Kelly Shuck Productions uses a job-order costing
system. At the beginning of the year, the
company made the following estimates:
During the year, Job KAS3 was started and
completed. The following information is available
with respect to this job:
Required 1: Compute the organization-wide
predetermined manufacturing overhead rate
JOB-ORDER COSTING | 87"
Principles-of-Managerial-Accounting-profitability::chunk_125,104,"(single rate for the entire organization) with
direct labor hours as the allocation base.
Required 2: Assume that Kelly uses the
organizational predetermined manufacturing
overhead rate calculated in requirement 1.
Compute the total manufacturing cost of Job
KAS3.
Required 3: If Kelly uses a markup percentage
of 200% of its total manufacturing cost, what is
the selling price for Job KAS3 (based on the total
costs of computed in requirement 2)?
88 | JOB-ORDER COSTING"
Principles-of-Managerial-Accounting-profitability::chunk_126,105,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/2+Job+Cost+PVP+2-1/1_t9c0h0s2
Practice Video Problem 2-2:
Compute organizational
predetermined
manufacturing overhead rate,
total job costs, and selling
price LOs3,4,5,7
Kelly Shuck Productions uses a job-order costing
system. At the beginning of the year, the
company made the following estimates:
JOB-ORDER COSTING | 89"
Principles-of-Managerial-Accounting-profitability::chunk_127,106,"During the year, Job KAS3 was started and
completed. The following information is available
with respect to this job:
Required 1: Compute the organizational
predetermined manufacturing overhead rate
(single rate for the entire organization) with
machine hours as the allocation base.
Required 2: Assume that Kelly uses the
organizational predetermined manufacturing
overhead rate calculated in requirement 1.
90 | JOB-ORDER COSTING"
Principles-of-Managerial-Accounting-profitability::chunk_128,107,"Compute the total manufacturing cost of Job
KAS3.
Required 3: If Kelly uses a markup percentage
of 200% of its total manufacturing cost, what is
the selling price for Job KAS3 (based on the total
costs of computed in requirement 2)?
Click icon or go to https://uc.mediaspace.kaltura.com/
media/2+Job+Cost+PVP+2-2/1_3u6uuk9y
Practice Video Problem 2-3:
Compute departmental
predetermined
manufacturing overhead
JOB-ORDER COSTING | 91"
Principles-of-Managerial-Accounting-profitability::chunk_129,108,"rates, total job costs, and cost
per unit LOs 4,5,6,7
Rookwood Pottery makes a variety of pottery
products that it sells to retailers. The company
uses a job-order costing system. Relevant data
are provided below.
The following information was recorded for Job
B53, which was started and completed during
the year.
92 | JOB-ORDER COSTING"
Principles-of-Managerial-Accounting-profitability::chunk_130,109,"Required 1: Assume that Rookwood uses
departmental predetermined manufacturing
overhead rates to apply manufacturing overhead
costs to jobs. The predetermined manufacturing
overhead rate in the Molding Department is
based on machine-hours, and the rate in the
Painting Department is based on direct labor-
hours. Compute the predetermined
manufacturing overhead rates used in the
Molding Department and the Painting
Department.
Required 2: Assume that Rookwood uses the
departmental predetermined manufacturing
overhead rates calculated in requirement 1.
Compute the total costs of Job B53.
Required 3: If Job B53 contained 50 units,
compute the cost per unit (based on the total
costs of Job B53 computed in requirement 2).
JOB-ORDER COSTING | 93"
Principles-of-Managerial-Accounting-profitability::chunk_131,110,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/2+Job+Cost+PVP+2-3/1_8hs16ht4
Review Questions
Review questions reinforce the chapter content.
Review 2-1
94 | JOB-ORDER COSTING"
Principles-of-Managerial-Accounting-profitability::chunk_132,111,"An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=52#h5p-38
Review 2-2
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=52#h5p-37
Review 2-3
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
JOB-ORDER COSTING | 95"
Principles-of-Managerial-Accounting-profitability::chunk_133,112,"https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=52#h5p-35
Review 2-4
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=52#h5p-36
Review 2-5
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=52#h5p-44
Review 2-6
96 | JOB-ORDER COSTING"
Principles-of-Managerial-Accounting-profitability::chunk_134,113,"An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=52#h5p-45
Review 2-7
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=52#h5p-19
JOB-ORDER COSTING | 97"
Principles-of-Managerial-Accounting-profitability::chunk_135,114,"Homework Questions
Homework questions can be used for additional
practice or can be assigned in an academic setting.
Full feedback is not available online. Homework
questions can be assigned, with auto-grading and
export, to specific learning management platforms,
e.g., Canvas, Blackboard, etc. Contact the author for
details.
Homework 2-1
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=52#h5p-46
Homework 2-2
98 | JOB-ORDER COSTING"
Principles-of-Managerial-Accounting-profitability::chunk_136,115,"An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=52#h5p-47
Homework 2-3
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=52#h5p-48
Homework 2-4
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
JOB-ORDER COSTING | 99"
Principles-of-Managerial-Accounting-profitability::chunk_137,116,"https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=52#h5p-40
Homework 2-5
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=52#h5p-42
Homework 2-6
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=52#h5p-43
100 | JOB-ORDER COSTING"
Principles-of-Managerial-Accounting-profitability::chunk_138,117,JOB-ORDER COSTING | 101
Principles-of-Managerial-Accounting-profitability::chunk_139,118,"3.
PROCESS COSTING
102 | PROCESS COSTING"
Principles-of-Managerial-Accounting-profitability::chunk_140,119,"Learning Objectives LO
LO1 Describe a process costing system
LO2 Describe the flow of inventory costs in a process
costing system
LO3 Compute the manufacturing overhead rate in a
process costing system
LO4 Apply manufacturing overhead to products
using a process costing system
Process costing
New chapter under review.
PROCESS COSTING | 103"
Principles-of-Managerial-Accounting-profitability::chunk_141,120,"4.
COST VOLUME PROFIT
(CVP) ANALYSIS
104 | COST VOLUME PROFIT (CVP) ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_142,121,"Learning Objectives LO
LO1 Identify the purposes of cost volume profit
analysis
COST VOLUME PROFIT (CVP) ANALYSIS | 105"
Principles-of-Managerial-Accounting-profitability::chunk_143,122,"LO2 Explain how the contribution margin income
statement is used for cost volume profit analysis
LO3 Apply cost volume profit analysis to show the
effects on net operating income from changes in
variable costs, fixed costs, selling price, and sales
volume
LO4 Calculate the breakeven point in sales dollars
and units sold
LO5 Calculate target profit in sales dollars and units
sold
Purposes of cost volume
profit (CVP) analysis LO1
Cost volume profit (CVP) analysis helps managers make
many important decisions about what products and services
to offer, what prices to charge, what marketing strategy to use,
and what cost structure to maintain. Cost structure is the type
and proportion of fixed and variable costs in relation to the
organization’s total costs. The primary purpose of cost volume
profit analysis is to estimate how profits are affected by the
following five factors:"
Principles-of-Managerial-Accounting-profitability::chunk_144,122,"profit analysis is to estimate how profits are affected by the
following five factors:
106 | COST VOLUME PROFIT (CVP) ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_145,123,"1. Selling prices
2. Sales volume
3. Unit variable costs
4. Total fixed costs
5. Mix of products sold
Check Your Understanding LO1
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=60#h5p-101
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
COST VOLUME PROFIT (CVP) ANALYSIS | 107"
Principles-of-Managerial-Accounting-profitability::chunk_146,124,"https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=60#h5p-49
CVP analysis using the
contribution margin income
statement LO2
Cost volume pr ofit (CVP) anal ysis is b ased on c ost
behavior. Cost behavior is how a cost reacts to changes in
production or sales quantity. Cost behavior is discussed in
detail in Chapter 1. To recap, cost behavior is classified as
variable, fixed, or mixed.
Variable cost—cost is the same per unit but the total
changes depending on quantity
Fixed cost—cost is the same in total regardless of
quantity but the per unit cost changes depending on
quantity
Mixed cost—cost has both a variable and a fixed
component
Cost behavior must be considered to estimate how profits
108 | COST VOLUME PROFIT (CVP) ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_147,125,"are affected by changes in sales pric es, sales v olume, unit
variable costs, total fixed costs, and the mix of products sold.
The contribution margin income statement classifies costs
on the basis of cost behavior. For this reason, it is an essential
tool for cost volume profit analysis. The contribution margin
income statement is covered in detail in Chapter 1. In this
chapter, cost volume profit analysis using the contribution
margin income statement is introduced.
Video Illustration 4-1:
Discussion of CVP and the
contribution margin income
statement LOs1,2
Kinsley Shuck, the founder of Kinsley’s Koncepts,
designed a radical new toy that can be
programmed to perform various tasks. The
programmable toy was an immediate success,
and sales grew to the point that Kinsley moved
the company’s headquarters out of her garage
and into a rented manufacturing space. Kinsley"
Principles-of-Managerial-Accounting-profitability::chunk_148,125,"the company’s headquarters out of her garage
and into a rented manufacturing space. Kinsley
sold 500 toys in the first year of operation. The
contribution margin income statement for
COST VOLUME PROFIT (CVP) ANALYSIS | 109"
Principles-of-Managerial-Accounting-profitability::chunk_149,126,"Kinsley’s Koncepts first year of operations is
presented in Exhibit 4-1.
Exhibit 4-1 Contribution margin income
statement and video explanation
Click icon or go to https://uc.mediaspace.kaltura.com/
media/4+CVP+Video+Illustration+4-1/1_3l6k7kwq
110 | COST VOLUME PROFIT (CVP) ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_150,127,"CVP analysis when sales
quantity changes LO3
The contribution margin represents the margin that an
organization can make or lose as the number of units sold
increases or decreases. The most common error in calculating
the effect of changes in sales quantity on net operating
income is using the sales price instead of the contribution
margin. To illustrate, refer to the data for Kinsley’s Concepts
presented in Exhibit 4-1. How much would net operating
income change if Kinsley sold one more unit? A common
mistake is to assume that net income would increase by the
sales price or $240. However, this is incorrect. If Kinsley sells
one more unit, she will gain $240 in sales revenue and incur
$144 of variable expenses. Sales revenue and variable expenses
are both variable, meaning the per unit is the same, but the
total changes in relation to the quantity sold. Therefore, net"
Principles-of-Managerial-Accounting-profitability::chunk_151,127,"total changes in relation to the quantity sold. Therefore, net
income w ould inc rease b y $96, the current c ontribution
margin.
The effect of changes in sales quantity on net income can
also be calculated using the contribution margin ratio. The
contribution margin ratiorepresents the percentage of gross
margin an organization can make or lose as the number of
units sold increases or decreases. The contribution margin
ratio stays the same when the sales quantity changes. Refer
to the data in Exhibit 4-1. The contribution margin ratio for
COST VOLUME PROFIT (CVP) ANALYSIS | 111"
Principles-of-Managerial-Accounting-profitability::chunk_152,128,"Kinsley’s Koncepts is 40%. For every dollar of sales, 60% will be
used to cover variable expenses, and 40% will be left to increase
the contribution margin. If Kinsley sells one more unit, she
will gain $240 in sales revenue. The contribution margin ratio
can be used to calculate the additional variable expenses she
will incur as $240 x 60% = $144. The additional contribution
margin can be calculated as $240 x 40% = $96.
Fixed costs are not affected by changes in sales quantity
within an organization’srelevant range of production. For
example, refer to Exhibit 4-1. Kinsley’s Konc epts reported
fixed expenses of $30,000. Assume that $2,000 is the monthly
rent on her new manufacturing space. The rental contract fixes
the rent amount. The landlord will not increase or decrease
the monthly rent based on how many units Kinsley sells or"
Principles-of-Managerial-Accounting-profitability::chunk_153,128,"the rent amount. The landlord will not increase or decrease
the monthly rent based on how many units Kinsley sells or
produces in the space. Accordingly, fixed costs do not change
when sales quantity changes.
If Kinsley sells one more unit, the contribution margin will
increase by $96. Fixed costs will be unaffected ($30,000). Net
operating income will increase to $18,000 + 96 = $18,096.
If Kinsey sells 100 more units, the contribution margin will
increase by 100 x $96 = $9,600. Fixed costs will be unaffected
($30,000). Net operating income will increase to $18,000 +
9,600 = $27,600.
If sales decrease by 50 units, the contribution margin will
decrease by 50 x $96 = $4,800. Fixed costs will be unaffected
($30,000). Net operating income will decrease to $18,000 –
4,800 = $13,200.
112 | COST VOLUME PROFIT (CVP) ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_154,129,"Video Illustration 4-2: Using
CVP to forecast changes in
contribution margin and net
operating income from an
increase in sale quantity LO3
Kinsley’s Koncepts is currently selling 500 toys
per year. The contribution margin income
statement for Kinsley’s Koncepts first year of
operations is presented in Exhibit 4-2. Assume
sales increase from 500 toys to 550 toys.
Exhibit 4-2 Contribution margin income
statement and video explanation
COST VOLUME PROFIT (CVP) ANALYSIS | 113"
Principles-of-Managerial-Accounting-profitability::chunk_155,130,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/4+CVP+Video+Illustration+4-2/1_uqs17c37
Check Your Understanding LO3
114 | COST VOLUME PROFIT (CVP) ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_156,131,"An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=60#h5p-50
CVP analysis and changes on
net operating income LO3
Cost volume profit analysis can be used to analyze the effect
on net operating income from changes in fixed costs, also
considered a change in the cost structure. Cost structure is the
type and proportion of fixed and variable costs related to the
organization’s total costs.
Managers, owners, or accountants use cost volume profit
(CVP) analysis to estimate how profits are affected by changes
in sales quantity, sales price, variable costs, fixed costs, and sales
mix. The overall effect of changes in sales quantity, sales price,
variable costs, and fixed costs are discussed below. The effects
of these changes are calculated in Video Illustration 4-3, Video"
Principles-of-Managerial-Accounting-profitability::chunk_157,131,"of these changes are calculated in Video Illustration 4-3, Video
Illustration 4-4, and Video Illustration 4-5.
COST VOLUME PROFIT (CVP) ANALYSIS | 115"
Principles-of-Managerial-Accounting-profitability::chunk_158,132,"Changes in sales quantity
As demonstrated in Video Illustration 4-2 in the preceding
section, cost volume profit analysis can be used to analyze the
effect on net operating income from changes in sales quantity.
A change in sales quantity does not change the per unit
amounts for revenue, variable costs, or contribution margin.
The contribution margin ratio will not change. However, a
change in sales quantity will change the total amounts for
total sales dollars, total variable costs, and total contribution
margin. Fixed costs are not aff ected by a change in sales
quantity. Since total c ontribution margin is change d, net
operating income will also change.
Changes in sales price
Cost volume profit analysis can be used to analyze the effect
on net operating income from changes in sales price. A change
in sales price is a per unit change, so it affects the per unit"
Principles-of-Managerial-Accounting-profitability::chunk_159,132,"in sales price is a per unit change, so it affects the per unit
amounts on the c ontribution margin inc ome statement.
Contribution margin is sales less variable costs. When sales
price changes, per unit variable costs remain the same, but per
unit contribution margin changes. This change also affects the
total amount for sales dollars, variable costs, and contribution
margin. The new total amount is calculated as the new per unit
amounts times the sales quantity. Fixed costs are not affected
116 | COST VOLUME PROFIT (CVP) ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_160,133,"by a change in sales quantity. Since total contribution margin
is changed, net operating income will also change.
Changes in variable costs
Cost volume profit analysis can be used to analyze the effect
on net operating income from changes in variable costs, also
considered a change incost structure. A change in variable
cost is a per unit change, so it affects the per unit amounts
on the contribution margin income statement. When variable
cost changes, per unit sales price remains the same, but the
per unit contribution margin changes. The total amount for
sales dollars, variable costs, and contribution margin are also
changed. The new total amount is calculated as the new per
unit amounts times the sales quantity . Fixed costs are not
affected by a change in variable costs. Since total contribution
margin is changed, net operating income will also change.
Changes in fixed costs"
Principles-of-Managerial-Accounting-profitability::chunk_161,133,"margin is changed, net operating income will also change.
Changes in fixed costs
Cost volume profit analysis can be used to analyze the effect
on net operating income from changes in fixed costs, also
considered a change in the cost structure. Changes in fixed
costs do not affect sales quantity, sales revenue, variable costs,
or contribution margin. A change in fix ed cost affects net
operating income.
COST VOLUME PROFIT (CVP) ANALYSIS | 117"
Principles-of-Managerial-Accounting-profitability::chunk_162,134,"Video Illustration 4-3: Using
CVP to show the effects on
net operating income from
changes in fixed costs and
sales quantity LO3
Kinsley’s Koncepts is currently selling 500 toys
per year. A contribution margin income
statement is presented in Exhibit 4-3. Kinsley’s
Koncepts reported the following contribution
margin income statement for their first year of
operations. The sales manager feels that a
$6,000 increase in the advertising budget would
increase sales by $9,600 to a total of 540 units.
Should the advertising budget be increased?
Exhibit 4-3 Contribution margin income
statement and video explanation
118 | COST VOLUME PROFIT (CVP) ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_163,135,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/4+CVP+Video+Illustration+4-3/1_4wezrlyy
COST VOLUME PROFIT (CVP) ANALYSIS | 119"
Principles-of-Managerial-Accounting-profitability::chunk_164,136,"Video Illustration 4-4: Using
CVP to show the effects on
net operating income from
changes in variable costs Lo3
Refer to the original in Exhibit 4-4. Kinsley’s
Koncepts is currently selling 500 toys per year.
Kinsley’s Koncepts reported the following
contribution margin income statement for their
first year of operations. Kinsley is considering the
use of higher-quality components, which would
increase variable costs (and thereby reduce the
contribution margin) by $6 per toy. However, the
sales manager predicts that using higher-quality
components would increase sales to 550 toys per
year. Should the higher-quality components be
used?
Exhibit 4-4 Contribution margin income
statement and video explanation
120 | COST VOLUME PROFIT (CVP) ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_165,137,"Click icon or go to
https://uc.mediaspace.kaltura.com/media/
4+CVP+Video+Illustration+4-4/1_e7uh41o5
COST VOLUME PROFIT (CVP) ANALYSIS | 121"
Principles-of-Managerial-Accounting-profitability::chunk_166,138,"Video Illustration 4-5: Using
CVP analysis to show the
effects on net operating
income from changes in sales
price and fixed costs LO3
Refer to the original data in Exhibit 4-5. Kinsley’s
Koncepts is currently selling 500 toys per year.
Kinsley’s Koncepts reported the following
contribution margin income statement for their
first year of operations. To increase sales, the
sales manager would like to cut the selling price
by $40 per toy and increase the advertising
budget by $15,000 per year. The sales manager
believes that if these two steps are taken, unit
sales will increase by 200 toys per year. Should
the changes be made?
Exhibit 4-5 Contribution margin income
statement and video explanation
122 | COST VOLUME PROFIT (CVP) ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_167,139,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/4+CVP+Video+Illustration+4-5/1_f6chd79m
COST VOLUME PROFIT (CVP) ANALYSIS | 123"
Principles-of-Managerial-Accounting-profitability::chunk_168,140,"Break even point and target
profit LOs 4,5
The contribution margin income statement can be used
to compute break even and target profit. Break even is the
point at which net operating inc ome equals zero. Or, an
organization breaks even when its sales revenue covers total
costs–both variable and fixed. Break even is an important
calculation, especially in new or start-up organizations. An
organization should know how many units it needs to sell
in order to cover its costs. In fact, most business plans and
start-up business financing requests require the break even
calculation to be reported. For example, an organization might
discover they need to sell 10,000 units to break even when the
demand for the product is only 2,000 units. In this case, the
company cannot break even given current expenses and sales
demand so they should not produce the product or they need
to reduce costs."
Principles-of-Managerial-Accounting-profitability::chunk_169,140,"demand so they should not produce the product or they need
to reduce costs.
Target profit is the point at which net operating income
equals a specified amount. The calculation for target profit is
closely related to break even. Target profit is calculated when
an organization needs to know the quantity of sales required
to cover total costs and earn a certain net profit.
The formulas to compute break even and target profit are
provided in Exhibit 4-6.
Exhibit 4-6 Break even and target profit formulas
124 | COST VOLUME PROFIT (CVP) ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_170,141,"*Contribution margin per unit or CM per unit (Sales price per unit –
variable costs per unit)
*Contribution margin ratio or CM ratio (contribution margin in dollars/
sales revenue in dollars)
Video Illustration 4-6:
Calculating breakeven and
target profit LOs4,5
A contribution margin income statement for
Kinsley’s Koncepts is provided in Exhibit 4-5. Use
this data to compute break even in units and
sales dollars.
Exhibit 4-5 Contribution margin income
statement and video explanation
COST VOLUME PROFIT (CVP) ANALYSIS | 125"
Principles-of-Managerial-Accounting-profitability::chunk_171,142,"Compute the breakeven in units sold and sales
dollars for Kinsley’s Koncepts.
Break even in units sold
Break even in sales dollars
Assume that Kinsley’s Koncepts wants to earn a
target profit of $10,000. Compute the number of
sales required in units and sales dollars.
Target profit in units sold
Target profit in sales dollars
126 | COST VOLUME PROFIT (CVP) ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_172,143,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/4+CVP+Video+Illustration+4-6/1_m8o5oxkx
Check Your Understanding LO4,5
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
COST VOLUME PROFIT (CVP) ANALYSIS | 127"
Principles-of-Managerial-Accounting-profitability::chunk_173,144,"https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=60#h5p-100
Practice Video Problems
The chapter concepts are applied to
comprehensive business scenarios in the below
Practice Video Problems.
Practice Video Problem 4-1
Part 1: Calculating break even
and target profit, LOs4,6
Sweet Eats reported the following contribution
margin income statement for their first year of
operations.
128 | COST VOLUME PROFIT (CVP) ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_174,145,"Required 1: Compute the break even in both
sales units and sales dollars for Sweet Eats.
Break even in units sold
Break even in sales dollars
Required 2: Compute target profit in both sales
units and sales dollars assuming that Sweet Eats
is projecting $75,000 in net income.
Target profit in units sold
Target profit in sales dollars
COST VOLUME PROFIT (CVP) ANALYSIS | 129"
Principles-of-Managerial-Accounting-profitability::chunk_175,146,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/4+CVP+PVP+4-1+Part+1/1_7igbi3o6
Practice Video Problem 4-1
Part 2: Cost volume profit
(CVP) analysis change in sales
quantity, sales price, and fixed
expenses LO2,3
Sweet Eats is currently selling 20,000 treats per
year. A contribution margin income statement
for the first year of operations is provided below.
Compute net income assuming the selling price
decreases by $1.50 per unit, fixed expenses
increase by $10,000, and the number of units
sold decreases by 5%.
130 | COST VOLUME PROFIT (CVP) ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_176,147,COST VOLUME PROFIT (CVP) ANALYSIS | 131
Principles-of-Managerial-Accounting-profitability::chunk_177,148,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/4+CVP+PVP+4-1+Part+2/1_4lurtax0
Practice Video Problem 4-1
Part 3: Cost volume profit
(CVP) analysis change in sales
quantity, sales price, variable
expenses LO2,3
Sweet Eats is currently selling 20,000 treats per
year. A contribution margin income statement
for the first year of operations is provided below.
Compute net income assuming the selling price
increases by 5%, variable expenses decrease by
0.45 cents per unit, and the number of units sold
increases by 12%.
132 | COST VOLUME PROFIT (CVP) ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_178,149,COST VOLUME PROFIT (CVP) ANALYSIS | 133
Principles-of-Managerial-Accounting-profitability::chunk_179,150,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/4+CVP+PVP+4-1+Part+3/1_yprj0ows
Review Questions
Review questions reinforce the chapter content.
134 | COST VOLUME PROFIT (CVP) ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_180,151,"An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=60#h5p-101
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=60#h5p-99
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=60#h5p-100
COST VOLUME PROFIT (CVP) ANALYSIS | 135"
Principles-of-Managerial-Accounting-profitability::chunk_181,152,"Homework Questions
Homework questions can be used for additional
practice or can be assigned in an academic setting.
Full feedback is not available online. Homework
questions can be assigned, with auto-grading and
export, to specific learning management platforms,
e.g., Canvas, Blackboard, etc. Contact the author for
details.
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=60#h5p-104
An interactive H5P element has been
136 | COST VOLUME PROFIT (CVP) ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_182,153,"excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=60#h5p-105
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=60#h5p-103
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=60#h5p-102
COST VOLUME PROFIT (CVP) ANALYSIS | 137"
Principles-of-Managerial-Accounting-profitability::chunk_183,154,"5.
SEGMENTED INCOME
REPORTING
138 | SEGMENTED INCOME REPORTING"
Principles-of-Managerial-Accounting-profitability::chunk_184,155,"Learning Objectives LO
LO1 Explain the purposes and advantages of
segmented income reporting
SEGMENTED INCOME REPORTING | 139"
Principles-of-Managerial-Accounting-profitability::chunk_185,156,"LO2 Prepare a segmented income statement
LO3 Compute contribution margin and segment
margin
LO4 Identify and account for segment traceable fixed
costs and common fixed costs
LO5 Segments within segments
LO6 Segment cost volume profit analysis
LO7 Compute breakeven for the whole organization
as well as individual segments within the
organization
Purposes of segmented
income reporting LO1
In addition to companywide income reporting, managers or
owners also need to measure the profitability of individual
segments within their organizations. An organizational
segment is a part or activity within an organization about
which managers w ould like c ost, revenue, or profit data.
Organizational segments c an include divisions, individual
stores, geographic regions, customers, or product lines. For
example, Graeters Ice Cream will look at the profitability of
140 | SEGMENTED INCOME REPORTING"
